Small Unit Installation Postcode,Previous Years (2001-2019) - Installation Quantity,Previous Years (2001-2019) - SGU Output Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
1860,3,25.420,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,25.420
1871,1,1.520,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.520
1875,1,1.610,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.610
1885,5,13.290,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,13.290
1890,4,11.380,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,18.040
2000,44,933.996,0,0.000,1,77.600,1,71.200,0,0.000,0,0.000,0,0.000,1,77.760,1,4.950,0,0.000,0,0.000,0,0.000,2,58.680,0,0.000,1,14.175,2,18.150,1,64.800,1,22.500,1,17.760,0,0.000,0,0.000,0,0.000,1,36.000,1,17.550,0,0.000,58,1415.121
2007,20,190.690,0,0.000,0,0.000,1,55.500,1,7.700,3,84.700,0,0.000,1,3.150,0,0.000,1,12.480,0,0.000,1,2.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,39.960,29,397.140
2008,65,636.059,1,2.275,1,3.500,2,6.430,0,0.000,0,0.000,3,14.900,2,8.240,2,17.805,0,0.000,0,0.000,0,0.000,1,9.620,1,4.895,2,14.120,0,0.000,2,7.750,1,4.440,2,17.590,1,3.900,0,0.000,1,18.000,0,0.000,1,39.960,1,49.950,89,859.434
2009,16,317.670,1,30.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,36.260,0,0.000,1,54.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,126.000,21,564.740
2010,146,952.579,0,0.000,4,35.720,1,8.875,0,0.000,1,2.800,2,15.090,1,11.900,1,9.900,2,8.750,3,27.225,4,35.340,5,46.110,3,15.760,2,12.690,5,60.770,3,31.720,5,26.710,2,9.880,0,0.000,3,32.300,4,54.460,2,28.100,1,9.550,1,16.380,201,1452.609
2011,36,422.119,0,0.000,0,0.000,1,10.150,0,0.000,0,0.000,1,5.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,40.700,1,12.580,0,0.000,1,8.000,1,7.770,3,62.925,4,181.465,1,13.320,0,0.000,0,0.000,1,30.420,0,0.000,0,0.000,51,794.699
2015,198,2162.552,0,0.000,2,157.625,1,10.005,1,4.095,5,41.960,0,0.000,1,99.000,4,44.445,0,0.000,1,7.400,1,5.600,9,161.510,0,0.000,7,310.580,5,333.620,4,118.760,5,120.940,2,70.600,3,18.360,2,6.660,5,30.630,1,7.410,3,127.075,8,268.255,268,4107.082
2016,111,563.379,1,6.600,2,12.710,2,9.090,1,3.300,2,34.370,0,0.000,1,1.500,0,0.000,4,23.480,1,9.570,3,13.695,3,46.620,0,0.000,0,0.000,0,0.000,1,35.040,1,44.030,0,0.000,1,3.510,0,0.000,1,3.330,1,28.050,2,9.820,5,28.035,143,876.129
2017,62,855.705,0,0.000,1,27.720,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,2,22.830,1,6.600,0,0.000,1,10.250,8,77.700,0,0.000,0,0.000,0,0.000,1,6.630,1,35.150,4,30.650,0,0.000,1,18.900,3,9.250,0,0.000,1,99.900,3,87.450,90,1295.035
2018,301,1359.432,3,32.340,6,40.405,5,38.770,2,14.300,3,20.870,2,13.200,6,76.800,2,13.250,4,34.145,4,38.340,6,45.720,11,159.680,3,25.310,5,48.770,10,69.450,10,46.470,9,92.510,5,118.165,3,23.880,3,24.790,7,51.270,4,32.585,8,67.830,8,71.410,430,2559.692
2019,286,2320.825,2,11.850,6,61.790,5,30.000,5,30.555,1,8.250,9,238.090,5,192.070,3,18.920,0,0.000,5,36.300,7,157.060,3,31.930,3,25.160,8,156.300,9,67.190,18,96.790,10,78.310,6,76.140,1,10.360,7,83.900,6,181.600,6,42.420,9,138.010,9,174.925,429,4268.745
2020,270,1660.562,5,47.300,1,6.600,8,51.150,1,99.630,4,118.415,2,13.200,8,52.605,5,123.470,8,63.770,6,31.530,7,58.030,4,24.730,7,36.735,7,70.920,4,41.070,14,65.090,6,35.270,2,13.290,3,23.940,2,13.840,0,0.000,3,113.900,5,131.730,3,28.375,385,2925.152
2021,169,850.186,2,9.540,2,8.400,5,36.290,4,20.025,6,26.925,4,23.760,3,18.980,4,18.275,3,12.770,4,24.470,2,41.450,3,20.500,1,22.200,3,19.505,6,48.950,5,109.845,7,40.660,1,4.810,0,0.000,0,0.000,5,41.360,6,26.110,7,103.470,2,109.130,254,1637.611
2022,217,1055.294,1,10.500,4,23.985,4,28.050,2,14.400,3,21.405,2,13.410,2,11.910,4,16.345,5,31.530,5,29.910,5,30.880,4,32.795,4,26.140,2,19.550,7,42.230,4,24.330,7,43.160,1,24.300,2,15.960,1,5.005,5,35.370,10,67.370,3,19.940,1,6.660,305,1650.429
2023,194,1235.480,0,0.000,2,17.600,1,1.950,2,44.185,7,64.545,5,43.280,3,47.290,4,50.450,3,31.360,3,30.400,1,6.120,7,74.340,2,19.290,7,65.780,4,24.765,2,13.860,3,37.090,4,28.860,3,38.080,1,3.300,3,21.165,3,36.790,6,63.745,6,43.685,276,2043.410
2024,313,1862.773,2,14.940,1,7.350,3,16.320,3,19.470,5,26.690,6,46.130,5,36.445,5,37.800,5,28.650,3,21.170,7,46.910,5,95.050,2,15.390,4,33.750,5,43.860,9,61.385,2,13.320,6,38.990,4,63.460,2,18.180,9,84.455,4,32.925,5,49.445,7,69.165,422,2784.023
2025,105,510.825,1,9.100,3,18.580,3,15.480,2,16.335,1,7.850,1,10.560,1,9.100,1,4.440,1,11.220,0,0.000,2,14.620,4,35.090,1,7.400,2,17.890,3,25.140,2,10.720,1,6.660,0,0.000,1,7.800,0,0.000,0,0.000,2,34.040,4,42.900,6,54.090,147,869.840
2026,431,1780.195,3,24.565,10,59.990,8,42.805,4,23.290,4,22.490,11,89.080,6,110.240,9,61.230,9,101.145,8,56.460,16,115.635,4,33.830,10,80.220,12,81.065,10,66.390,15,122.620,12,98.790,13,124.595,5,33.120,7,43.875,11,110.565,6,48.615,6,47.750,13,101.315,643,3479.875
2027,65,455.264,1,3.900,1,3.780,2,11.800,2,5.250,0,0.000,2,16.210,1,6.175,0,0.000,1,19.240,0,0.000,0,0.000,1,9.720,1,3.285,0,0.000,1,8.140,1,3.300,0,0.000,0,0.000,1,8.140,1,6.630,1,9.000,0,0.000,1,29.645,3,31.880,86,631.359
2028,48,289.820,0,0.000,0,0.000,1,9.800,3,21.500,0,0.000,1,11.050,0,0.000,0,0.000,1,6.600,1,32.400,1,6.290,1,13.140,0,0.000,1,14.800,2,21.250,3,69.360,0,0.000,0,0.000,0,0.000,1,7.800,0,0.000,0,0.000,1,10.440,3,78.870,68,593.120
2029,132,694.719,2,17.200,5,32.465,2,14.940,2,25.900,2,19.050,1,7.700,0,0.000,5,50.510,1,6.600,3,34.140,3,18.660,5,60.560,1,6.660,5,35.760,4,43.290,5,37.110,3,21.515,2,12.320,1,8.140,3,24.990,3,21.800,3,41.340,3,37.750,4,36.620,200,1309.739
2030,329,1876.342,3,19.360,6,64.985,8,98.100,6,50.080,8,58.280,8,117.610,8,52.475,4,33.465,7,48.560,5,57.815,8,84.810,12,106.935,7,74.370,2,11.845,9,79.865,4,61.280,5,30.340,10,80.860,8,62.450,6,50.560,8,61.760,10,84.550,12,126.310,12,166.690,505,3559.697
2031,547,2701.762,4,30.960,3,22.550,12,64.795,15,106.120,6,35.250,6,107.500,10,61.475,8,51.075,10,78.980,7,76.480,16,107.275,10,67.015,16,124.715,12,98.820,9,72.150,8,71.295,18,123.430,19,155.570,7,53.630,5,36.900,12,97.215,13,91.940,19,244.625,12,85.920,804,4767.447
2032,303,1329.070,3,13.875,3,22.260,5,30.250,4,25.080,4,26.610,1,6.600,0,0.000,4,34.470,6,43.835,3,21.490,7,57.170,5,36.200,3,22.200,7,46.900,10,79.400,5,28.120,9,80.640,4,36.960,3,18.870,10,49.690,5,37.740,4,24.490,2,25.280,9,140.985,419,2238.185
2033,160,880.472,2,17.160,1,6.600,3,32.220,3,20.805,1,4.740,0,0.000,2,19.850,5,35.010,2,12.520,1,7.920,3,24.470,3,28.000,4,56.490,5,39.480,3,19.120,2,19.470,8,56.350,2,12.180,2,16.650,3,25.560,0,0.000,1,13.260,2,31.080,2,14.800,220,1394.207
2034,365,1582.236,3,18.300,7,43.145,3,20.570,6,35.610,3,14.670,7,48.685,7,61.130,3,22.130,12,126.245,2,13.160,11,89.285,5,36.015,5,37.000,9,74.245,8,65.720,14,109.470,5,35.330,5,35.690,6,46.825,8,62.430,4,28.195,12,109.005,9,69.130,4,33.970,523,2818.191
2035,874,3488.836,6,50.280,17,105.570,11,73.815,13,77.745,16,218.100,11,68.875,17,276.620,9,56.000,19,172.465,20,150.840,19,154.185,18,174.815,15,135.750,31,236.310,21,173.470,21,180.590,15,107.495,18,150.030,12,69.150,16,117.995,17,165.640,14,119.815,16,129.870,18,156.480,1264,6810.741
2036,903,3956.080,10,56.690,4,25.130,9,70.100,12,81.305,9,162.815,10,78.490,10,84.030,17,194.670,20,162.955,22,205.530,23,204.770,29,278.480,25,158.900,25,187.190,37,251.340,29,184.420,25,205.260,36,311.125,20,144.260,45,245.035,17,139.635,19,205.815,24,206.920,35,358.535,1415,8159.480
2037,227,974.985,3,14.030,2,8.700,3,20.415,2,10.050,1,5.280,1,3.150,1,8.280,5,38.740,2,11.450,2,12.800,4,42.940,5,44.260,3,21.220,5,42.540,6,45.610,4,27.240,9,44.980,5,27.340,3,11.630,0,0.000,4,33.680,2,7.170,5,49.730,1,39.960,305,1546.180
2038,281,1072.674,0,0.000,5,30.660,1,3.780,3,14.015,7,43.240,3,15.670,4,24.310,3,14.310,9,46.425,8,51.120,7,47.520,1,6.200,2,12.720,8,41.720,2,9.990,3,14.580,5,26.180,2,11.170,2,18.600,6,31.180,7,31.205,4,20.830,3,14.940,4,25.280,380,1628.319
2039,210,830.601,0,0.000,4,17.760,2,13.215,5,28.505,0,0.000,4,24.345,2,11.700,2,11.985,2,7.110,1,4.380,6,33.930,3,64.130,1,6.600,5,29.870,6,29.210,2,16.650,2,10.360,5,53.950,0,0.000,1,7.735,9,41.730,3,18.650,1,3.600,3,17.940,279,1283.956
2040,668,2758.760,11,55.190,2,13.200,11,66.825,11,52.530,5,30.695,10,59.425,8,46.170,14,182.035,12,183.720,15,92.315,15,93.870,7,137.480,4,26.250,10,61.415,13,81.735,13,70.110,24,142.505,11,94.640,11,81.880,9,52.390,11,79.085,11,78.440,14,85.050,15,210.790,935,4836.505
2041,383,1295.641,1,5.600,7,38.790,7,33.220,5,26.570,2,12.230,4,22.760,5,25.350,3,21.270,2,12.360,5,30.610,9,57.460,8,83.610,9,69.017,6,34.480,7,41.350,4,13.690,14,88.470,8,44.610,8,43.910,8,57.730,2,17.070,3,18.420,11,81.740,6,68.460,527,2244.418
2042,430,1755.055,2,6.360,3,14.250,9,46.435,7,29.895,3,15.120,4,21.600,5,24.330,5,58.360,12,61.530,7,40.250,8,36.270,5,29.860,4,22.410,6,31.725,5,22.185,5,24.850,5,30.550,4,26.020,4,46.950,8,54.135,9,62.940,11,67.880,8,63.320,5,34.940,574,2627.220
2043,106,477.249,0,0.000,1,5.940,1,9.300,3,12.090,0,0.000,2,33.600,2,13.200,3,16.400,3,19.940,1,5.920,1,4.810,3,16.290,0,0.000,3,16.530,2,9.570,2,9.915,4,22.300,1,19.610,1,6.400,0,0.000,2,12.060,0,0.000,2,8.770,0,0.000,143,719.894
2044,333,1547.709,1,6.600,4,22.680,3,16.980,7,44.460,3,18.440,2,13.200,4,60.815,8,54.910,3,113.490,1,5.400,3,20.350,3,29.570,5,31.310,6,42.920,1,6.660,4,118.825,12,52.290,8,56.525,4,37.930,2,16.020,4,18.870,6,67.365,5,63.960,11,95.560,443,2562.839
2045,203,1146.626,5,43.825,3,19.030,6,52.765,7,46.590,9,66.220,5,27.090,2,13.250,5,89.765,5,52.380,3,27.570,5,43.350,6,169.545,6,42.980,5,69.885,6,40.290,5,39.190,4,42.740,9,127.845,3,25.090,7,50.390,8,76.310,8,61.460,5,47.190,4,28.825,334,2450.201
2046,675,3298.180,17,106.255,6,46.015,8,59.245,13,96.510,15,136.495,14,121.025,9,88.370,18,143.210,12,91.340,9,71.555,22,171.240,19,157.385,9,62.290,20,158.710,16,108.500,14,106.035,14,114.250,14,142.630,4,28.705,9,64.425,15,116.840,19,175.950,12,136.560,20,216.650,1003,6018.370
2047,207,839.118,5,26.505,5,37.950,7,46.200,5,35.790,3,14.860,1,10.080,2,14.070,5,33.245,4,33.130,8,82.575,6,33.825,2,12.250,2,13.320,5,41.860,7,56.835,2,13.230,4,29.180,3,23.500,2,17.020,2,21.300,5,34.780,9,70.270,3,30.280,4,36.440,308,1607.613
2048,176,889.729,4,21.490,2,8.580,4,29.970,1,6.615,4,20.445,2,9.050,2,7.260,2,12.900,6,35.840,4,31.520,3,27.950,2,8.410,4,25.275,3,16.570,5,33.640,2,19.040,4,32.055,3,22.535,1,8.140,2,5.920,7,43.890,0,0.000,0,0.000,4,27.670,247,1344.494
2049,273,1124.368,2,13.930,3,19.140,4,44.005,6,44.840,4,29.445,2,15.840,3,42.400,3,16.360,7,41.340,7,42.060,4,27.735,8,49.940,5,34.200,6,33.750,7,41.020,3,21.370,2,13.830,7,42.490,0,0.000,17,83.160,7,46.620,2,16.890,3,22.660,6,47.620,391,1915.013
2050,137,1049.880,2,19.686,0,0.000,0,0.000,2,95.450,1,6.600,1,9.240,3,16.240,2,41.600,1,8.880,2,15.970,3,17.340,0,0.000,1,6.290,2,11.100,1,3.600,1,6.660,0,0.000,0,0.000,0,0.000,4,67.900,1,6.300,0,0.000,0,0.000,3,17.730,167,1400.466
2055,1,2.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.400
2057,17,70.935,0,0.000,0,0.000,0,0.000,1,13.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,32.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19,116.855
2059,3,43.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,43.360
2060,146,809.445,0,0.000,1,10.295,1,8.295,5,37.760,4,28.760,7,37.325,3,126.540,3,26.880,4,37.230,3,25.470,8,55.700,3,27.320,3,15.480,3,16.135,2,9.510,2,9.980,3,20.515,6,35.170,3,40.540,2,43.620,2,9.360,2,35.150,2,57.300,0,0.000,218,1523.780
2061,21,144.165,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,51.120,0,0.000,0,0.000,24,195.285
2062,123,541.344,2,9.600,1,5.325,1,6.600,3,17.320,3,15.890,2,12.015,3,22.440,1,6.600,3,15.270,3,24.220,2,15.540,1,4.745,2,17.020,2,12.690,6,32.040,1,6.570,2,12.180,0,0.000,0,0.000,0,0.000,5,46.640,2,12.210,5,37.800,4,28.060,177,902.119
2063,297,1576.973,3,25.770,4,43.350,8,51.280,5,48.930,4,39.450,4,37.100,3,22.270,6,67.120,6,41.430,5,47.000,10,75.035,6,42.155,8,64.300,7,63.455,14,137.080,9,71.010,10,72.445,6,48.855,5,40.000,5,40.995,4,33.810,5,54.910,4,31.230,8,123.770,446,2899.723
2064,207,1511.801,4,119.350,10,89.940,5,32.100,1,6.600,3,20.910,1,10.450,3,88.190,4,20.940,4,76.245,1,32.400,3,106.800,8,164.125,1,7.700,3,48.340,5,67.440,6,54.665,5,44.090,3,35.560,3,34.015,1,7.500,3,21.490,4,25.465,5,43.290,4,128.035,297,2797.441
2065,507,2111.447,6,69.920,4,26.940,9,73.835,5,35.440,8,53.765,4,22.490,7,42.080,6,124.340,13,109.460,11,85.585,12,69.590,8,65.030,6,54.030,13,96.340,15,162.660,11,120.120,11,78.745,13,205.910,3,18.460,3,20.010,6,50.200,9,142.110,7,61.080,9,161.840,706,4061.427
2066,1012,4809.225,13,88.775,14,98.935,10,69.680,12,103.915,20,196.095,15,127.145,11,127.650,21,239.340,20,155.670,19,161.865,22,230.535,21,195.365,12,108.190,16,145.760,19,195.145,15,116.960,21,202.180,14,133.670,7,59.080,14,141.725,24,232.845,18,168.090,25,240.610,25,375.555,1420,8724.005
2067,515,2287.346,8,42.185,5,42.270,8,50.760,11,109.280,6,45.700,6,41.310,6,39.310,8,56.925,12,90.195,8,51.535,8,60.815,9,81.720,6,39.590,7,52.540,10,68.200,10,72.570,8,66.495,11,113.520,8,61.730,7,41.760,10,107.370,16,115.358,9,71.975,8,82.360,720,3892.819
2068,642,2879.056,10,78.800,12,119.445,15,88.295,17,110.745,18,144.405,12,98.950,16,119.385,10,76.400,13,109.420,12,83.960,17,137.585,20,153.760,16,135.950,19,149.300,22,172.795,17,108.835,17,136.300,13,96.265,7,59.760,12,91.945,15,143.970,15,154.540,15,143.205,19,160.820,1001,5753.891
2069,558,2629.424,14,107.925,12,89.070,11,74.775,6,45.565,11,84.390,8,54.560,11,85.515,9,90.570,13,119.810,6,47.550,11,119.660,15,224.710,7,66.010,14,110.015,14,122.140,21,185.195,12,84.415,10,75.060,5,46.140,7,47.695,7,56.525,11,98.740,10,91.275,19,229.275,822,4986.009
2070,500,2258.062,13,96.780,9,64.705,14,101.960,11,94.395,15,113.500,10,77.680,7,65.380,8,63.830,8,87.665,13,125.680,10,90.670,12,185.750,18,166.990,11,88.280,11,91.255,12,105.350,12,87.615,9,82.750,6,59.340,9,71.045,12,137.225,12,146.120,11,93.670,18,237.460,771,4793.157
2071,440,2081.336,7,51.100,8,65.380,6,73.020,14,118.290,5,51.145,10,96.720,11,93.735,9,81.770,9,69.990,16,134.350,20,228.160,19,170.040,9,66.650,8,63.160,12,125.100,9,93.805,8,65.080,10,116.850,9,86.880,9,102.570,12,102.625,16,164.230,14,139.440,15,256.030,705,4697.456
2072,208,1184.812,0,0.000,2,18.170,6,49.230,3,25.100,4,26.510,7,51.695,2,18.260,5,62.960,1,11.840,3,26.520,4,33.260,7,63.210,6,38.490,3,26.810,4,37.440,5,46.990,2,20.350,5,52.310,0,0.000,4,39.820,6,147.250,9,88.270,1,5.070,11,120.940,308,2195.307
2073,626,3207.361,7,54.820,9,75.500,15,86.880,6,64.875,6,48.370,8,47.695,8,64.840,10,81.550,14,112.290,19,158.355,17,146.635,17,154.190,20,171.675,16,150.665,14,121.705,18,159.700,14,145.045,12,109.580,4,29.310,11,96.530,15,139.510,19,194.850,14,122.200,21,177.205,940,5921.336
2074,951,4118.837,9,73.850,8,60.605,15,191.035,23,178.225,17,121.280,16,120.230,21,204.070,16,130.020,12,92.590,23,213.395,30,296.450,24,280.215,19,139.370,26,206.020,31,285.640,17,136.800,14,106.915,20,213.540,20,184.915,20,187.100,15,178.040,25,235.940,27,220.610,25,260.430,1424,8436.122
2075,721,3281.899,8,62.380,12,85.760,18,133.630,17,155.185,16,114.705,18,213.090,15,118.030,13,95.085,23,253.690,26,195.075,37,305.560,42,377.210,18,153.005,38,388.555,17,138.870,21,312.005,29,263.205,26,216.875,7,57.430,9,107.610,21,196.915,19,168.655,26,251.160,29,317.600,1226,7963.184
2076,936,4562.879,6,39.670,17,105.420,16,122.855,16,140.035,14,122.760,18,135.905,13,106.520,16,120.470,17,151.925,18,145.075,27,204.875,18,160.920,19,157.720,18,154.080,18,234.230,20,157.320,15,132.150,15,121.005,9,70.880,15,130.390,14,132.995,22,293.915,32,324.715,23,239.820,1352,8268.529
2077,1194,5323.576,11,80.815,19,139.840,19,134.835,21,166.195,16,123.800,11,75.310,18,148.610,16,124.490,26,228.205,24,180.020,31,223.380,32,326.820,36,272.200,35,319.090,29,259.170,19,193.410,22,181.100,15,139.820,5,43.850,11,89.540,17,151.830,18,161.510,24,191.630,25,263.875,1694,9542.921
2079,401,1545.237,8,56.030,5,31.905,7,48.100,10,71.645,3,18.480,4,24.930,11,81.465,9,63.640,11,93.020,5,43.655,13,87.425,9,73.270,6,55.040,14,110.810,10,75.400,10,74.610,7,52.335,3,16.370,3,23.080,5,37.450,10,99.070,6,53.160,9,83.450,9,74.080,588,2993.657
2080,130,694.085,0,0.000,1,13.200,3,112.875,2,13.200,3,23.750,1,6.600,3,111.660,2,14.300,5,30.800,3,53.280,2,15.900,0,0.000,1,6.660,2,12.235,0,0.000,3,29.145,1,9.900,1,6.660,1,11.470,0,0.000,3,16.410,3,29.420,2,21.460,3,29.080,175,1262.090
2081,459,1600.212,3,19.400,9,63.655,7,44.085,8,61.520,5,32.010,3,18.360,4,26.610,8,66.930,8,53.740,3,23.590,10,68.640,5,37.730,1,5.920,13,90.230,6,53.890,5,45.855,2,16.800,3,16.540,7,60.770,3,23.690,5,37.370,7,61.215,7,51.410,5,66.490,596,2646.662
2082,494,1999.680,5,33.660,6,39.845,7,51.880,7,44.780,6,41.400,8,50.365,4,39.770,5,37.690,6,43.030,10,80.170,7,58.980,7,57.970,3,25.530,4,28.170,11,93.540,6,42.820,2,13.485,4,22.570,7,59.320,4,28.125,3,26.590,4,37.750,6,46.290,9,86.060,635,3089.470
2083,160,632.727,2,13.425,3,22.670,2,14.300,8,58.250,1,6.500,2,35.820,3,36.750,2,14.420,1,9.100,2,39.960,4,25.440,2,18.385,1,6.660,0,0.000,1,4.800,4,39.970,3,36.190,1,6.660,0,0.000,7,49.580,1,6.660,0,0.000,2,19.910,2,14.575,214,1112.752
2084,249,1454.742,4,49.040,2,31.350,7,55.390,1,6.930,1,10.560,3,43.070,0,0.000,2,25.140,5,33.200,8,71.395,7,88.210,4,144.425,7,61.770,3,28.860,3,44.760,3,20.350,3,21.830,8,60.235,2,10.660,5,77.855,2,15.540,0,0.000,4,37.220,3,49.500,336,2442.032
2085,733,3183.230,11,73.470,11,67.340,8,51.810,10,92.205,8,52.930,12,89.905,7,58.485,14,121.915,15,121.635,13,112.985,14,138.775,18,136.735,10,83.720,16,125.105,9,76.975,14,114.130,13,103.680,15,121.535,9,75.875,10,73.250,13,97.270,20,172.515,8,148.460,10,116.090,1021,5610.025
2086,692,2670.771,7,41.010,6,39.560,10,168.345,11,80.155,15,117.030,12,122.155,14,103.360,21,155.650,14,113.880,22,200.110,11,77.140,24,180.570,17,123.385,20,172.180,11,82.720,15,130.155,21,155.555,11,87.830,8,54.690,10,73.585,14,114.070,18,126.590,13,102.595,12,98.990,1029,5392.081
2087,691,2858.806,8,51.440,9,67.335,15,94.040,10,56.650,15,102.130,4,35.230,16,118.720,22,162.255,13,113.715,16,120.780,8,77.830,15,115.630,8,65.970,15,114.320,13,123.725,15,116.265,8,60.770,5,37.890,8,72.180,10,84.340,7,59.460,9,77.310,19,173.190,13,112.560,972,5072.541
2088,614,3021.237,8,73.335,7,73.050,11,79.235,17,275.485,13,132.985,14,132.180,11,79.700,13,92.540,15,122.230,14,158.965,15,141.500,22,232.690,10,111.390,11,84.030,13,123.460,10,94.810,11,122.645,5,81.085,6,53.540,10,98.645,7,61.325,9,79.040,20,194.005,11,204.540,897,5923.647
2089,73,338.096,2,15.050,1,17.955,1,5.400,2,11.880,2,10.980,3,21.075,2,16.730,2,7.920,0,0.000,3,115.080,3,16.890,5,49.830,3,33.490,1,3.600,0,0.000,1,6.290,0,0.000,2,14.320,1,3.300,0,0.000,1,5.110,1,6.630,0,0.000,5,70.350,114,769.976
2090,176,695.311,2,13.635,3,21.650,1,6.300,3,33.480,2,67.805,3,25.700,2,11.090,1,5.280,2,17.000,0,0.000,3,45.300,4,43.450,3,22.570,2,16.505,0,0.000,4,27.445,2,13.200,3,26.580,1,13.320,4,28.430,3,21.460,4,55.475,1,7.020,1,8.510,230,1226.516
2092,331,1545.964,2,12.820,6,50.745,6,131.070,8,78.300,10,122.240,4,37.040,11,109.510,7,61.305,7,68.865,7,52.465,9,93.295,5,40.125,3,24.740,4,35.430,3,28.490,6,51.060,6,44.410,11,102.280,4,48.125,8,67.375,8,49.060,6,62.320,5,37.435,9,76.170,486,3030.639
