Small Unit Installation Postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
4179,3429,15312.632,11,103.68,24,281.335,23,157.245,26,207.56,20,225.315,31,272.71,24,197.9,29,210.77,22,176.85,24,236.705,33,267.495,23,309.465,11,66.13,17,181.03,3747,18206.822
4183,563,2492.164,4,24.5,3,18.13,3,12.18,2,13.32,1,8.14,3,38.7,5,38.48,7,49.9,4,34.09,3,26.39,3,18.28,1,6.63,0,0,0,0,602,2780.904
4184,2563,10357.324,17,122.84,22,162.28,39,278.965,17,119.5,19,137.68,24,171.88,21,150.31,24,177.915,21,151.47,18,132.315,26,197.88,17,149.815,19,146.45,13,102.95,2860,12559.574
4205,1223,5277.228,6,39.09,10,70.02,10,67.45,11,80.51,9,62.78,9,44.81,6,40.27,13,81.59,6,51.055,11,70.715,13,100.125,13,102.2,9,70.97,12,95.14,1361,6253.953
4207,11612,67341.201,69,719.98,77,727.64,101,956.74,101,920.65,70,560.86,118,1165.29,98,792.805,126,1300.1,111,1055.175,81,898.005,119,1113.725,112,1567.325,81,632.885,64,617.035,12940,80369.416
4208,4878,28273.336,37,342.83,36,361.565,55,655.66,41,425.08,40,385.52,52,445.105,46,345.2,58,476.96,53,402.9,32,261.565,44,607.78,50,554.46,21,192.125,16,128.51,5459,33858.596
4209,9787,59569.071,84,687.435,129,1186.165,132,1618.125,96,878.77,104,851.33,136,1203.325,132,1136.08,119,1043.335,89,927.54,82,754.355,114,1054.965,107,1092.505,69,632.745,73,757.965,11253,73393.711
4210,4688,26612.86,26,220.39,38,437.02,32,245.88,26,276.04,42,381.11,32,301.52,30,294.16,29,290.87,29,316.795,28,271.305,48,436.75,41,487.365,23,226,19,283,5131,31081.065
4211,11495,59304.187,50,378.31,65,577.72,94,892.66,67,595.23,80,704.775,83,706.195,79,774.585,79,690.03,68,657.165,81,795.825,96,987.26,89,978.12,49,440.48,49,443.39,12524,68925.932
4212,6693,39737.778,42,374.58,40,382.78,68,573.755,55,663.385,41,339.915,61,661.915,60,610.46,80,841.665,52,540.56,53,579.38,65,709,58,706.475,39,357.285,33,305.93,7440,47384.863
4213,6264,33949.961,19,170.5,41,433.35,39,400.29,37,347.34,19,205.97,64,618.52,47,441.26,52,528.755,41,390.445,46,497.575,50,548.2,43,464.54,27,276.95,20,215.605,6809,39489.261
4214,7246,40478.393,35,289.56,34,291.22,51,486.745,43,367.31,32,276.98,64,600.215,48,457.945,52,506.66,34,354.95,38,468.46,55,614.975,53,747.56,35,320.645,28,334.24,7848,46595.858
4215,3988,21958.706,15,135.97,23,178.79,35,378.275,31,214.18,29,338.935,37,326.505,34,270.65,39,298.12,38,283.65,32,392.34,37,399.43,33,378.295,19,190.41,19,176.29,4409,25920.546
4216,6100,30010.59,21,177.845,34,295.33,42,331.86,36,393.7,33,271.71,48,479.94,51,517.215,48,455.57,40,351.14,37,409.825,61,558.57,56,626.075,38,356.965,31,281.4,6676,35517.735
4217,3515,21797.542,19,168.7,20,240.57,30,352.555,26,515.865,17,219.55,27,321.48,22,216.565,34,410.24,24,288.525,33,342.685,32,337.48,29,354.48,15,132.275,13,140.47,3856,25838.982
4218,4240,22980.954,16,157.22,18,198.82,23,219.55,21,171.01,13,153.05,40,396.84,39,355.16,35,323.915,31,384.975,31,328.38,42,510.26,33,482.655,13,116.45,24,236.4,4619,27015.639
4219,18,93.555,0,0,0,0,0,0,0,0,0,0,1,10.73,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,20,110.925
4220,4795,27031.508,15,133.61,25,249.2,36,338.56,24,217.04,26,226.27,35,335.795,31,273.935,31,310.815,37,377.49,41,418.33,36,302.76,53,605.555,26,219.19,16,162.85,5227,31202.908
4221,4679,20775.981,21,177.58,20,155.55,26,215.05,27,241.83,20,177.72,22,177.31,40,310.405,31,301.05,26,205.39,20,170.52,39,307.27,37,431.06,18,140.39,20,154.99,5046,23942.096
4223,2835,14271.227,10,101.46,16,133.07,17,124.755,17,160.36,12,124.06,9,126.37,20,274.445,16,169.37,17,202.325,16,230.405,13,125.965,22,262.27,10,91.55,8,80.73,3038,16478.362
4224,796,4093.539,1,6.6,6,39.8,4,25.785,4,117.5,5,43.89,7,50.96,10,98.605,7,44.43,13,101.41,5,42.23,4,31.89,6,57.065,1,7.4,3,20.535,872,4781.639
4225,386,2234.918,1,7.77,4,36.53,7,46.13,1,13.28,3,32.95,3,30.34,1,5.6,3,25.91,1,6.64,0,0,2,17.015,8,72.045,1,6.64,0,0,421,2535.768
4226,5411,27410.778,25,214.06,25,195.345,30,245.64,28,235.295,20,181.92,48,553.65,36,268.185,56,481.28,37,425.75,32,272.66,49,465.84,39,481.62,21,172.265,19,177.73,5876,31782.018
4227,3342,17412.993,6,50.3,20,165.58,24,384.61,24,234.63,22,202.765,24,223.71,26,234.17,33,275.62,22,172.14,17,170.95,23,186.785,30,362.68,12,111.525,19,166.86,3644,20355.318
4228,1253,7056.384,7,68.16,6,58.285,9,132.27,5,59.99,8,59.15,9,124.75,9,77.69,6,82.935,9,92.445,12,150.735,9,129.91,12,143.77,8,81.245,2,20.915,1364,8338.634
4230,10,40.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,0,0,11,47.12
4237,1,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.92
4270,1083,5953.091,6,58.86,5,39.96,3,48.72,2,20.5,9,94.12,8,87.86,6,93.99,5,61.69,3,40.92,4,43.575,5,59.72,9,103.45,3,37.765,5,56.28,1156,6800.501
4271,356,996.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.735,0,0,0,0,0,0,357,1000.363
4272,1402,7869.317,8,65.65,8,69.56,9,78.97,5,45.38,11,98.16,26,225.27,13,119.78,11,115.365,19,195.585,9,99.16,14,158.99,15,200.55,6,63.335,7,82.03,1563,9487.102
4275,879,5214.955,5,57.05,5,56.1,5,40.25,8,79.13,7,73.71,16,158.35,7,47.95,6,43.255,7,92.935,10,174.45,7,96.79,12,177.39,1,9.96,2,19.505,977,6341.78
4276,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3
4280,5087,29094.172,36,328.785,35,336.7,46,457.36,48,420.41,40,359.9,55,498.01,55,517.85,49,417.49,41,389.98,31,306.52,35,327.09,36,426.685,27,257.045,30,281.145,5651,34419.142
4285,4789,27163.915,31,276.42,40,327.685,45,413.66,42,397.42,31,277.88,46,410.58,40,392.13,41,658.525,42,404.125,30,412.685,47,423.97,39,583.41,35,281.85,20,171.175,5318,32595.43
4287,164,1136.25,1,3.33,3,25.84,0,0,1,19.98,0,0,1,5.55,3,29.92,2,20.24,6,43.155,2,22.62,1,19.92,1,6.64,0,0,0,0,185,1333.445
4300,12389,69561.672,87,769.85,85,684.68,112,961.46,103,944.325,90,818.57,97,897.405,85,874.71,109,931.09,96,871.68,78,681.835,101,948.215,68,709.68,54,435.565,39,360.015,13593,80450.752
4301,4846,23784.029,48,390.21,44,343.865,47,366.005,34,291.67,41,421.38,51,407.825,40,283.61,41,326.215,48,389.325,39,283.425,61,629.35,38,302.35,45,357.77,24,189.18,5447,28766.209
4303,512,2205.721,3,22.04,3,24.76,3,23.12,3,19.95,2,18.03,1,6.64,2,13.175,6,47.435,4,35.16,1,6.66,5,59.03,5,46.54,2,13.04,5,41.07,557,2582.371
4304,2785,13023.912,12,100.35,10,76.125,20,144.145,20,156.62,17,165.01,32,310.22,18,166.9,29,345.185,22,184.185,28,212.145,33,250.385,21,154.275,18,138.455,22,165.3,3087,15593.212
4305,10427,46862.891,63,538.135,63,458.42,59,453.475,60,600.14,69,864.255,82,677.38,69,497.52,80,779.385,64,577.4,64,446.97,72,690.865,67,656.015,67,528.31,59,451.3,11365,55082.461
4306,10639,57446.28,51,422.7,85,755.465,95,769.855,75,625.95,75,602.505,102,881.19,81,695.445,92,816.19,70,665.855,70,640.53,87,856.295,93,930.937,57,493.63,35,288.7,11707,66891.527
4307,389,2172.024,0,0,2,10.59,3,30.42,4,49.58,1,13.26,4,58.92,4,43.25,3,23.425,6,144.505,1,12.035,2,26.39,2,13.28,3,23.24,1,11.62,425,2632.539
4309,769,4478.511,5,36.13,8,55.86,4,59.16,8,55.77,4,43.38,8,70.73,4,23.09,7,55.6,5,46.01,4,82.86,7,54.425,8,106.345,1,6.64,1,16.2,843,5190.711
4310,1495,7007.817,8,64.49,5,45.7,10,75.21,8,72.37,9,56.56,6,35.9,9,76.23,10,66.825,14,159.47,9,81.255,17,193.065,4,28.595,3,38.18,8,72.36,1615,8074.027
4311,2634,13675.194,17,122.92,23,228.425,21,186.69,13,104.365,18,201.05,11,97.01,20,176.79,20,186.565,22,187.205,21,208.665,24,240.99,17,138.255,16,156.905,7,51.42,2884,15962.449
4312,932,4585.466,3,43.8,0,0,7,56.255,4,27.62,6,44.67,4,36.92,8,71.08,6,64.39,8,60.47,3,28.22,3,26.53,4,67.72,3,20.66,2,13.28,993,5147.081
4313,661,3204.783,2,11.81,4,45.51,3,33.06,1,7.4,1,8.8,4,23.55,1,6.57,8,58.53,4,44.685,1,1.76,4,36.935,2,19.92,1,13.28,0,0,697,3516.593
4314,250,2035.775,2,12.95,6,39.96,9,66.9,3,19.92,4,26.38,8,61.6,3,26.88,10,76.515,4,28.955,9,65.87,9,69.5,10,62.73,4,129.86,4,29.3,335,2753.095
4340,1424,7361.916,5,46.93,17,112.98,7,52.46,4,24.94,11,85.265,5,46.04,10,109.14,11,91.8,11,92.19,6,100.07,7,45.24,6,90.055,8,61.84,10,78.22,1542,8399.086
4341,4069,20674.25,24,209.7,35,280.51,28,247.135,23,175.36,25,202.28,39,350.2,20,235.36,41,421.68,32,300.52,21,186.705,31,267.99,40,383.315,15,132.045,17,176.205,4460,24243.255
4342,658,4031.655,1,6.3,0,0,5,42.54,3,22.17,2,18.445,6,60.76,4,31.11,4,37.66,7,73.605,3,26.58,2,21.1,2,46.245,0,0,2,16.6,699,4434.77
4343,2278,14149.245,7,49.08,12,180.56,22,199.05,7,50.64,14,154.57,14,144.66,15,148.735,15,123.62,18,250.905,11,181.29,13,178.075,14,231.515,11,106.76,5,48.99,2456,16197.695
4344,569,3339.904,0,0,2,32.19,4,53.43,3,25.83,2,19.46,5,47.81,3,31.25,5,57.475,1,99.84,4,70.08,2,6.24,7,80.095,2,19.975,3,32.37,612,3915.949
4345,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
4346,298,1669.584,1,11.1,1,11.7,2,12.51,1,6.63,2,16.8,1,8.19,1,6.66,2,19.98,0,0,1,9.36,2,25.37,2,20.77,0,0,1,10.375,315,1829.029
4347,365,2237.655,1,6.6,1,12.58,1,6.24,4,22.57,1,6.66,1,13.32,0,0,3,19.92,0,0,1,13.32,1,10.53,3,40.635,1,4.98,2,9.745,385,2404.755
4350,13717,73743.655,65,518.415,86,726.93,96,679.51,77,558.125,79,729.435,111,957.48,97,895.455,126,1123.73,130,1125.83,100,1168.45,135,1189,120,1750.895,90,670.585,87,672.33,15116,86509.825
4352,6307,34122.543,30,245.855,31,240.23,45,340.695,42,405.535,36,268.87,64,546.055,40,392.055,57,520.09,53,429.465,56,487.97,70,635.205,67,603.76,39,362.425,35,310.775,6972,39911.528
4353,65,379.118,0,0,0,0,3,26.64,1,10.36,1,10.53,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,71,433.308
4354,285,1535.632,0,0,0,0,1,6.4,0,0,0,0,1,10.35,2,24.06,1,10.36,2,20.72,3,23.82,3,25.73,1,56.24,0,0,0,0,299,1713.312
4355,582,2719.175,2,23.66,4,42.05,6,34.35,5,31.075,4,28.63,7,47.52,2,8.14,4,40.28,5,36.515,7,64.195,5,41.51,5,46.63,1,6.64,5,30.925,644,3201.295
4356,883,5291.877,4,31.45,4,58.61,2,11.07,7,83.4,3,25.5,10,81.88,10,100.17,4,33.35,1,6.66,6,55.555,5,84.645,3,34.88,2,24.07,6,56.855,950,5979.972
4357,494,3303.001,2,19.98,3,24.96,3,37.71,2,16.02,7,58.92,0,0,2,19.92,2,58.32,1,7.8,3,23.11,6,95.47,3,51.895,3,33.2,0,0,531,3750.306
4358,435,2403.52,3,13.66,4,30.34,6,55.85,6,47.815,1,6.63,4,26.06,4,39.93,2,19.89,6,50.71,5,58.67,5,56.555,6,58.49,2,25.915,5,48.895,494,2942.93
4359,276,1456.154,2,25.9,2,13.26,3,29.52,3,32.58,2,13.32,3,34.95,1,19.98,2,13.26,0,0,1,13.32,1,5.92,2,15.84,1,13.28,1,6.64,300,1693.924
4360,150,1419.63,1,5.28,0,0,1,9.36,1,16.65,0,0,2,28.73,0,0,0,0,1,3.12,1,6.64,0,0,1,3.08,2,21.995,1,10.375,161,1524.86
4361,484,3050.626,2,12.95,3,42.6,4,30.96,1,6.63,4,26.38,2,23.01,6,50.29,2,13.13,10,94.74,5,45.67,4,30.055,3,30.45,2,23.08,0,0,532,3480.571
4362,594,4068.307,1,13.2,3,30.69,6,34.92,2,28.8,3,28.465,2,39.805,1,10.36,7,58.92,1,15.54,4,30.81,4,57.2,3,43.27,0,0,0,0,631,4460.287
4363,162,747.418,0,0,1,9.99,1,4.07,1,5.92,0,0,2,23.68,0,0,0,0,3,25.9,0,0,0,0,1,19.92,0,0,0,0,171,836.898
4364,53,342.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,342.015
4365,128,738.948,0,0,3,17.97,1,6.545,0,0,1,19.98,4,26.52,2,9,0,0,0,0,0,0,0,0,1,4.98,0,0,1,6.64,141,830.583
4370,3151,18475.007,17,168.27,22,162.725,28,278.14,24,282.205,18,128.77,29,260.65,16,134.96,23,174.49,16,120.35,25,231.61,43,355.33,25,240.94,22,169.03,18,153.43,3477,21335.907
4371,180,840.185,0,0,1,10.35,1,6.66,0,0,0,0,1,6.63,1,6.555,3,33.3,2,20.5,0,0,2,12.45,0,0,0,0,1,9.84,192,946.47
4372,38,155.1,0,0,0,0,0,0,0,0,0,0,1,9.36,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,40,171.1
4373,198,1117.42,0,0,0,0,2,21.995,0,0,0,0,1,24.75,2,12.9,1,5.92,2,24.79,1,10.36,4,30.605,0,0,0,0,1,6.64,212,1255.38
4374,99,563.271,0,0,0,0,0,0,0,0,2,17.19,0,0,1,9.96,2,13.26,0,0,1,13.28,1,3.12,1,6.63,0,0,0,0,107,626.711
4375,41,276.615,0,0,0,0,0,0,0,0,1,6.66,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,289.905
4376,75,606.245,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.505,1,7.42,0,0,78,639.83
4377,131,779.252,0,0,0,0,1,2.96,1,6.66,0,0,0,0,0,0,1,6.66,1,7.885,3,26.755,1,5.85,1,2.59,1,6.64,2,25.05,143,870.302
4378,118,521.808,0,0,0,0,1,19.5,1,11.84,2,111.54,0,0,1,10.53,1,12.87,1,7.02,1,6.24,0,0,0,0,1,5.81,0,0,127,707.158
4380,1612,8160.615,8,47.14,11,68.35,9,87.7,9,95.86,12,136.08,13,131.95,8,50.7,10,62.39,11,90.34,8,88.385,11,101.545,12,101.28,6,62.06,8,62.835,1748,9347.23
4381,153,846.206,0,0,1,13.26,2,16.99,1,6.66,0,0,0,0,0,0,0,0,2,17.845,0,0,5,42.885,0,0,0,0,0,0,164,943.846
4382,122,763.905,0,0,0,0,0,0,0,0,0,0,2,8.58,0,0,1,6.24,0,0,0,0,1,7.8,1,99.6,1,5.07,0,0,128,891.195
4383,166,727.416,1,8.14,0,0,3,19.92,0,0,0,0,0,0,0,0,0,0,0,0,1,12.87,1,3.7,0,0,0,0,0,0,172,772.046
4384,5,35.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35.34
4385,208,1153.489,2,46.62,0,0,2,14.54,0,0,2,16.43,1,7.77,3,23.79,1,6.24,0,0,1,6.66,1,7.02,1,5.07,1,12.48,0,0,223,1300.109
4387,206,1495.337,1,39.96,2,17.06,1,4.81,0,0,0,0,0,0,0,0,1,3.6,2,10.73,2,17.56,2,20.105,1,10.12,1,6.64,1,6.225,220,1632.147
4388,77,368.145,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.26,0,0,1,6.64,80,394.705
4390,933,5843.2,5,142.45,1,6.545,0,0,3,115.78,4,36.72,0,0,4,98.22,12,216.02,4,51.705,8,62.76,4,28.835,1,13.2,7,62.665,7,59.345,993,6737.445
4400,478,2494.636,2,13.29,3,31.78,2,26.64,0,0,2,17.76,3,39.51,4,29.715,3,23.42,3,23.325,2,21.07,4,29.76,7,55.14,1,6.64,2,13.28,516,2825.966
4401,961,5366.311,6,45.02,3,25.13,10,87.675,5,37.17,4,46.25,4,26.13,8,78.38,7,146.55,6,34.27,7,49.515,3,19.94,7,80.725,5,32.16,4,30.945,1040,6106.171
4402,71,330.675,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,2,19.12,0,0,1,36.52,76,399.605
4403,160,1219.835,0,0,1,2.96,0,0,0,0,1,6.63,0,0,1,13.05,1,6.63,1,16.28,0,0,3,66.4,2,45.585,0,0,0,0,170,1377.37
4404,74,664.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.2,0,0,0,0,0,0,1,39.5,1,13.12,0,0,77,729.868
4405,2156,14686.007,9,77.83,13,103.86,23,320.41,13,128.715,16,185.68,16,133.65,24,218.55,20,267.03,13,112.45,21,210.615,31,236.21,13,137.575,14,116.19,13,110.525,2395,17045.297
4406,226,1555.025,2,26.18,1,13.32,2,41,0,0,4,121.22,1,10.36,2,25.38,2,19.96,0,0,1,13.28,1,6.64,2,52.29,0,0,1,5.07,245,1889.725
4407,96,798.745,1,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.24,2,13.32,1,3.9,1,31.08,0,0,1,8.88,104,881.085
4408,185,705.531,1,11.2,0,0,0,0,1,6.64,1,1.4,0,0,0,0,1,2.96,0,0,1,6.63,0,0,3,32.84,0,0,0,0,193,767.201
4410,272,1293.886,0,0,2,23.28,3,28.28,4,36.97,1,12.32,0,0,2,65.16,0,0,2,23.575,2,24.57,1,6.64,5,25.93,2,13.28,0,0,296,1553.891
4411,63,329.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43.47,0,0,0,0,1,6.64,0,0,66,379.53
4412,46,244.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.87,0,0,0,0,1,6.64,0,0,0,0,0,0,48,260.54
4413,1120,6786.575,7,107.12,16,139.84,17,172.33,9,66.82,4,123.52,17,226.35,10,99.75,2,14.68,9,70.25,14,170.96,15,144.545,6,46.14,4,33.26,6,83.5,1256,8285.64
4415,344,2519.519,0,0,0,0,5,79.02,0,0,2,19.98,4,28.8,0,0,1,10.375,3,29.21,1,13.28,1,18.48,1,6.64,0,0,0,0,362,2725.304
4416,71,575.685,0,0,0,0,1,13.09,0,0,0,0,0,0,2,19.835,0,0,0,0,0,0,2,26.56,0,0,0,0,0,0,76,635.17
4417,151,757.36,0,0,1,6.66,2,46.23,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,816.88
4418,18,87.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.28,0,0,0,0,19,100.963
4419,158,818.432,0,0,0,0,0,0,0,0,1,6.64,1,6.3,0,0,0,0,0,0,1,6.64,3,26.56,2,25.73,3,26.6,0,0,169,916.902
4420,196,1046.795,1,39.96,0,0,0,0,0,0,4,89.945,0,0,0,0,1,13.32,0,0,2,11.44,0,0,1,6.5,0,0,0,0,205,1207.96
4421,349,1942.902,0,0,1,6.64,1,10.14,5,124.03,7,64.86,7,60.31,2,15.22,1,10.53,2,17.02,2,21.165,2,18.825,0,0,1,6.64,2,19.92,382,2318.202
4422,87,602.787,0,0,1,6.3,0,0,0,0,0,0,2,24.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.38,92,650.007
4423,28,184.28,1,10.53,0,0,1,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.64,0,0,0,0,31,211.57
4424,39,224.313,0,0,0,0,1,15.21,0,0,3,41.2,0,0,0,0,0,0,0,0,1,4.095,0,0,0,0,0,0,0,0,44,284.818
4425,32,184.603,0,0,1,5.07,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,196.333
4426,17,106.91,0,0,0,0,1,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,111.86
4427,83,359.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,359.357
4428,160,698.54,2,12.21,2,67.26,1,7.2,1,0.37,0,0,1,6.6,1,6.63,1,10.53,0,0,1,6.64,0,0,0,0,0,0,0,0,170,815.98
4454,196,1211.145,0,0,0,0,1,39.6,0,0,1,6.66,1,4.05,3,4.44,0,0,1,6.66,0,0,1,10.92,3,30.71,1,13.28,0,0,208,1327.465
4455,1515,8199.929,2,15.24,5,49.92,6,79.24,4,127.26,3,19.97,5,31.065,13,116.22,4,35.1,8,76.425,5,58.81,13,181.655,7,94.77,2,19.92,8,93.775,1600,9199.299
4461,11,52.64,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59.3
4462,14,60.03,0,0,0,0,1,6.545,0,0,0,0,0,0,0,0,0,0,0,0,1,11.7,0,0,0,0,0,0,0,0,16,78.275
4465,337,1763.745,0,0,1,6.63,1,39.96,2,19.48,1,13.32,1,6.545,4,53.16,0,0,1,57.24,1,6.63,2,26.56,2,13.3,0,0,1,13.28,354,2019.85
4467,45,251.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,251.9
4468,76,380.42,0,0,0,0,2,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,79,406.78
4470,459,2679.83,0,0,0,0,3,48.63,9,78.75,11,273.69,3,25.9,0,0,2,12.4,3,51.64,10,66.705,16,210.44,6,58.76,2,22.4,1,10.5,525,3539.645
4472,194,1256.72,0,0,1,38.48,0,0,0,0,1,10.14,2,26.64,0,0,0,0,1,12.48,8,78.44,1,39.6,2,19.195,0,0,0,0,210,1481.695
4474,11,100.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.48,0,0,0,0,0,0,12,112.705
4475,3,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32.95
4477,102,645.083,0,0,0,0,0,0,1,25.74,0,0,0,0,0,0,0,0,0,0,2,19.98,1,8.925,0,0,0,0,0,0,106,699.728
4478,79,620.755,0,0,0,0,0,0,0,0,0,0,1,7.2,0,0,2,9.3,0,0,0,0,0,0,0,0,0,0,0,0,82,637.255
4479,4,39.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39.16
4480,133,1338.375,0,0,0,0,4,35.15,4,68.31,0,0,1,6.66,0,0,0,0,1,6.66,0,0,3,46.26,0,0,0,0,0,0,146,1501.415
4481,14,105.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.27,0,0,15,142.1
4482,34,404.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,404.595
4486,122,781.725,0,0,0,0,1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21.58,0,0,0,0,1,6.64,126,816.545
4487,508,4046.545,1,48.84,1,5.28,2,55.14,0,0,1,7.77,1,64.74,5,69.48,5,142.48,2,26.62,3,26.29,3,28.895,4,135.335,0,0,3,53.24,539,4710.655
4488,44,176.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,176.13
4489,16,94.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,17,101.33
4490,285,1585.711,0,0,0,0,9,89.54,0,0,2,46.02,0,0,1,13.32,0,0,0,0,0,0,1,13.2,0,0,0,0,0,0,298,1747.791
4491,17,55.08,0,0,0,0,0,0,0,0,0,0,1,6.29,0,0,0,0,1,7.77,0,0,0,0,0,0,0,0,0,0,19,69.14
4492,110,3086.894,0,0,0,0,0,0,0,0,2,26.64,0,0,0,0,0,0,0,0,0,0,1,44.16,0,0,0,0,0,0,113,3157.694
4493,9,41.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41.32
4494,31,185.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,185.425
4496,57,459.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.32,58,462.885
4497,53,314.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,314.06
4498,21,130.395,0,0,1,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,136.315
4500,8846,46795.4,42,567.215,39,295.65,49,595.415,44,496.035,38,320.035,60,529.515,59,618.095,62,568.985,47,421.95,46,537.965,73,692.095,62,696.37,49,376.535,43,352.17,9559,53863.43
4501,1128,5483.505,8,74.075,9,96.855,2,17.48,6,56.3,8,61.05,11,101.08,4,29.555,8,150.44,5,36.05,4,28.645,5,38.67,8,64.715,7,63.46,7,50.155,1220,6352.035
4502,1789,7829.868,7,77.09,8,67.1,7,41.61,4,26.83,5,32.13,15,193.915,8,56.46,14,103.14,10,82.31,12,100.135,12,100.93,8,72.82,8,62.075,3,22.305,1910,8868.718
4503,8108,39074.279,51,446.015,46,352.925,72,554.87,44,329.26,47,474.405,76,656.705,70,581.405,71,639.1,58,475.665,55,445.82,68,592.23,50,412.695,47,338.88,45,383.355,8908,45757.609
