REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2011/07/20 12:30:00",10248.51,26.29,TRADE
NSW1,"2011/07/20 13:00:00",10128.18,25.98,TRADE
NSW1,"2011/07/20 13:30:00",10057.49,25.98,TRADE
NSW1,"2011/07/20 14:00:00",9984.83,25.96,TRADE
NSW1,"2011/07/20 14:30:00",9996.02,26.23,TRADE
NSW1,"2011/07/20 15:00:00",9962.47,25.91,TRADE
NSW1,"2011/07/20 15:30:00",9954.13,25.88,TRADE
NSW1,"2011/07/20 16:00:00",10103.85,26.11,TRADE
NSW1,"2011/07/20 16:30:00",10305,26.52,TRADE
NSW1,"2011/07/20 17:00:00",10677.31,28.22,TRADE
NSW1,"2011/07/20 17:30:00",11266.69,36.24,TRADE
NSW1,"2011/07/20 18:00:00",11935.35,68.37,TRADE
NSW1,"2011/07/20 18:30:00",12001.53,100.1,TRADE
NSW1,"2011/07/20 19:00:00",11840.1,50.67,TRADE
NSW1,"2011/07/20 19:30:00",11622.81,36.9,TRADE
NSW1,"2011/07/20 20:00:00",11370.55,38.91,TRADE
NSW1,"2011/07/20 20:30:00",11197.76,34.38,TRADE
NSW1,"2011/07/20 21:00:00",11012.94,31.87,TRADE
NSW1,"2011/07/20 21:30:00",10677.13,26.57,TRADE
NSW1,"2011/07/20 22:00:00",10357.92,26.61,TRADE
NSW1,"2011/07/20 22:30:00",10294.69,36.29,TRADE
NSW1,"2011/07/20 23:00:00",9881.66,31.6,TRADE
NSW1,"2011/07/20 23:30:00",9682.66,28.69,TRADE
NSW1,"2011/07/21 00:00:00",9455.95,26.12,TRADE
NSW1,"2011/07/21 00:30:00",9192.65,26.23,TRADE
NSW1,"2011/07/21 01:00:00",8969.68,25.93,TRADE
NSW1,"2011/07/21 01:30:00",8750.11,26.12,TRADE
NSW1,"2011/07/21 02:00:00",8486.95,25.63,TRADE
NSW1,"2011/07/21 02:30:00",8143.95,25.08,TRADE
NSW1,"2011/07/21 03:00:00",7758.5,22.99,TRADE
NSW1,"2011/07/21 03:30:00",7512.29,23.91,TRADE
NSW1,"2011/07/21 04:00:00",7374.19,23.34,TRADE
NSW1,"2011/07/21 04:30:00",7363.17,23.81,TRADE
NSW1,"2011/07/21 05:00:00",7402.44,22.09,TRADE
NSW1,"2011/07/21 05:30:00",7694.84,24.09,TRADE
NSW1,"2011/07/21 06:00:00",8130.22,23.22,TRADE
NSW1,"2011/07/21 06:30:00",8997.46,26.34,TRADE
NSW1,"2011/07/21 07:00:00",9843.87,30.11,TRADE
NSW1,"2011/07/21 07:30:00",10332.49,26.35,TRADE
NSW1,"2011/07/21 08:00:00",10842.91,30.33,TRADE
NSW1,"2011/07/21 08:30:00",10959.93,30.24,TRADE
NSW1,"2011/07/21 09:00:00",10866.86,27.28,TRADE
NSW1,"2011/07/21 09:30:00",10944.72,29.23,TRADE
NSW1,"2011/07/21 10:00:00",10921.36,27.46,TRADE
NSW1,"2011/07/21 10:30:00",10859.46,28.35,TRADE
NSW1,"2011/07/21 11:00:00",10815.07,27.57,TRADE
NSW1,"2011/07/21 11:30:00",10692.52,26.31,TRADE
NSW1,"2011/07/21 12:00:00",10645.98,26.11,TRADE
NSW1,"2011/07/21 12:30:00",10675.21,26.02,TRADE
NSW1,"2011/07/21 13:00:00",10700.38,26.13,TRADE
NSW1,"2011/07/21 13:30:00",10732.34,26.25,TRADE
NSW1,"2011/07/21 14:00:00",10740.78,28.61,TRADE
NSW1,"2011/07/21 14:30:00",10733.64,27.45,TRADE
NSW1,"2011/07/21 15:00:00",10731.68,26.36,TRADE
NSW1,"2011/07/21 15:30:00",10664.73,26.11,TRADE
NSW1,"2011/07/21 16:00:00",10958.64,33.89,TRADE
NSW1,"2011/07/21 16:30:00",11305.18,30.1,TRADE
NSW1,"2011/07/21 17:00:00",11700.88,30.45,TRADE
NSW1,"2011/07/21 17:30:00",12127.36,34.33,TRADE
NSW1,"2011/07/21 18:00:00",12553.71,48.41,TRADE
NSW1,"2011/07/21 18:30:00",12517.24,50.11,TRADE
NSW1,"2011/07/21 19:00:00",12337.19,77.52,TRADE
NSW1,"2011/07/21 19:30:00",12010.87,44.95,TRADE
NSW1,"2011/07/21 20:00:00",11765.51,38.55,TRADE
NSW1,"2011/07/21 20:30:00",11601.99,37.21,TRADE
NSW1,"2011/07/21 21:00:00",11402.25,35.96,TRADE
NSW1,"2011/07/21 21:30:00",10971.82,28.6,TRADE
NSW1,"2011/07/21 22:00:00",10522.61,26.32,TRADE
NSW1,"2011/07/21 22:30:00",10428.22,34.17,TRADE
NSW1,"2011/07/21 23:00:00",10017.72,28.61,TRADE
NSW1,"2011/07/21 23:30:00",9814.03,29.21,TRADE
NSW1,"2011/07/22 00:00:00",9557.45,26.77,TRADE
NSW1,"2011/07/22 00:30:00",9286.81,27.15,TRADE
NSW1,"2011/07/22 01:00:00",9003.15,26.12,TRADE
NSW1,"2011/07/22 01:30:00",8793.71,28.08,TRADE
NSW1,"2011/07/22 02:00:00",8414.52,25.74,TRADE
NSW1,"2011/07/22 02:30:00",8023.01,25.35,TRADE
NSW1,"2011/07/22 03:00:00",7597.73,23.62,TRADE
NSW1,"2011/07/22 03:30:00",7376.44,23.65,TRADE
NSW1,"2011/07/22 04:00:00",7268.23,22.63,TRADE
NSW1,"2011/07/22 04:30:00",7204.09,21.93,TRADE
NSW1,"2011/07/22 05:00:00",7284.82,21.07,TRADE
NSW1,"2011/07/22 05:30:00",7575.11,23.59,TRADE
NSW1,"2011/07/22 06:00:00",8017.03,24.87,TRADE
NSW1,"2011/07/22 06:30:00",8855.57,28.58,TRADE
NSW1,"2011/07/22 07:00:00",9669.68,29.95,TRADE
NSW1,"2011/07/22 07:30:00",10207.37,26.84,TRADE
NSW1,"2011/07/22 08:00:00",10748.19,33.1,TRADE
NSW1,"2011/07/22 08:30:00",10862.67,30.96,TRADE
NSW1,"2011/07/22 09:00:00",10833.85,29.5,TRADE
NSW1,"2011/07/22 09:30:00",10896.73,32.01,TRADE
NSW1,"2011/07/22 10:00:00",10856.71,31.01,TRADE
NSW1,"2011/07/22 10:30:00",10801.41,27.72,TRADE
NSW1,"2011/07/22 11:00:00",10748.63,27.85,TRADE
NSW1,"2011/07/22 11:30:00",10642.69,26.81,TRADE
NSW1,"2011/07/22 12:00:00",10489.13,27.2,TRADE
NSW1,"2011/07/22 12:30:00",10588.13,29.6,TRADE
NSW1,"2011/07/22 13:00:00",10615.48,28.08,TRADE
NSW1,"2011/07/22 13:30:00",10591.15,27.53,TRADE
NSW1,"2011/07/22 14:00:00",10561.54,27.22,TRADE
NSW1,"2011/07/22 14:30:00",10607.23,27.18,TRADE
NSW1,"2011/07/22 15:00:00",10579.93,27.19,TRADE
NSW1,"2011/07/22 15:30:00",10591.29,27.08,TRADE
NSW1,"2011/07/22 16:00:00",10815.73,27.16,TRADE
NSW1,"2011/07/22 16:30:00",11006.46,27.23,TRADE
NSW1,"2011/07/22 17:00:00",11331.05,28.08,TRADE
NSW1,"2011/07/22 17:30:00",11640.95,29.26,TRADE
NSW1,"2011/07/22 18:00:00",12075.02,38.53,TRADE
NSW1,"2011/07/22 18:30:00",12019.41,37.81,TRADE
NSW1,"2011/07/22 19:00:00",11889.61,38.39,TRADE
NSW1,"2011/07/22 19:30:00",11610.87,32.53,TRADE
NSW1,"2011/07/22 20:00:00",11425.74,39.29,TRADE
NSW1,"2011/07/22 20:30:00",11223.49,31.05,TRADE
NSW1,"2011/07/22 21:00:00",11049.42,29.48,TRADE
NSW1,"2011/07/22 21:30:00",10778.94,26.49,TRADE
NSW1,"2011/07/22 22:00:00",10449.92,25.94,TRADE
NSW1,"2011/07/22 22:30:00",10489.8,33.3,TRADE
NSW1,"2011/07/22 23:00:00",10248.23,31.35,TRADE
NSW1,"2011/07/22 23:30:00",10123.92,31.52,TRADE
NSW1,"2011/07/23 00:00:00",9908.98,30.35,TRADE
NSW1,"2011/07/23 00:30:00",9581.84,27.87,TRADE
NSW1,"2011/07/23 01:00:00",9300.82,26.04,TRADE
NSW1,"2011/07/23 01:30:00",9016.68,26.45,TRADE
NSW1,"2011/07/23 02:00:00",8698.01,26.18,TRADE
NSW1,"2011/07/23 02:30:00",8296.59,25.56,TRADE
NSW1,"2011/07/23 03:00:00",7964.57,24.75,TRADE
NSW1,"2011/07/23 03:30:00",7645.47,24.11,TRADE
NSW1,"2011/07/23 04:00:00",7424.1,23.54,TRADE
NSW1,"2011/07/23 04:30:00",7324.42,23.26,TRADE
NSW1,"2011/07/23 05:00:00",7313.93,21.53,TRADE
NSW1,"2011/07/23 05:30:00",7418.12,22.76,TRADE
NSW1,"2011/07/23 06:00:00",7574.88,23.19,TRADE
NSW1,"2011/07/23 06:30:00",7852.64,23.39,TRADE
NSW1,"2011/07/23 07:00:00",8166.3,24,TRADE
NSW1,"2011/07/23 07:30:00",8565.12,24.68,TRADE
NSW1,"2011/07/23 08:00:00",9201.55,25.65,TRADE
NSW1,"2011/07/23 08:30:00",9731.72,28.16,TRADE
NSW1,"2011/07/23 09:00:00",10071.99,27.74,TRADE
NSW1,"2011/07/23 09:30:00",10390.35,32,TRADE
NSW1,"2011/07/23 10:00:00",10368.28,32.23,TRADE
NSW1,"2011/07/23 10:30:00",10421.56,31.86,TRADE
NSW1,"2011/07/23 11:00:00",10275.69,28.64,TRADE
NSW1,"2011/07/23 11:30:00",10119.15,27.33,TRADE
NSW1,"2011/07/23 12:00:00",9955.05,26,TRADE
NSW1,"2011/07/23 12:30:00",9795.87,25.46,TRADE
NSW1,"2011/07/23 13:00:00",9548.15,24.89,TRADE
NSW1,"2011/07/23 13:30:00",9487.21,25.97,TRADE
NSW1,"2011/07/23 14:00:00",9406.34,26.47,TRADE
NSW1,"2011/07/23 14:30:00",9322.17,25.72,TRADE
NSW1,"2011/07/23 15:00:00",9303.58,25.71,TRADE
NSW1,"2011/07/23 15:30:00",9337.02,26.2,TRADE
NSW1,"2011/07/23 16:00:00",9539.21,27.04,TRADE
NSW1,"2011/07/23 16:30:00",9699.64,26.41,TRADE
NSW1,"2011/07/23 17:00:00",10088.12,27.2,TRADE
NSW1,"2011/07/23 17:30:00",10577.41,30.91,TRADE
NSW1,"2011/07/23 18:00:00",11187.33,46.79,TRADE
NSW1,"2011/07/23 18:30:00",11341.1,57.4,TRADE
NSW1,"2011/07/23 19:00:00",11171.43,58.32,TRADE
NSW1,"2011/07/23 19:30:00",10941.65,41.83,TRADE
NSW1,"2011/07/23 20:00:00",10789.59,69.28,TRADE
NSW1,"2011/07/23 20:30:00",10608.61,43.88,TRADE
NSW1,"2011/07/23 21:00:00",10502.15,41.12,TRADE
NSW1,"2011/07/23 21:30:00",10316.96,38.4,TRADE
NSW1,"2011/07/23 22:00:00",10161.36,33.2,TRADE
NSW1,"2011/07/23 22:30:00",10045.02,30.56,TRADE
NSW1,"2011/07/23 23:00:00",9803.45,28.75,TRADE
NSW1,"2011/07/23 23:30:00",9685.92,31.85,TRADE
NSW1,"2011/07/24 00:00:00",9380.72,30.09,TRADE
NSW1,"2011/07/24 00:30:00",9100.24,26.37,TRADE
NSW1,"2011/07/24 01:00:00",8801.33,25.35,TRADE
NSW1,"2011/07/24 01:30:00",8593.73,25.3,TRADE
NSW1,"2011/07/24 02:00:00",8242.23,24.83,TRADE
NSW1,"2011/07/24 02:30:00",7821.86,23.21,TRADE
NSW1,"2011/07/24 03:00:00",7541.45,19.99,TRADE
NSW1,"2011/07/24 03:30:00",7332.83,16.72,TRADE
NSW1,"2011/07/24 04:00:00",7220.27,19.01,TRADE
NSW1,"2011/07/24 04:30:00",7169.59,17.85,TRADE
NSW1,"2011/07/24 05:00:00",7175.31,19.47,TRADE
NSW1,"2011/07/24 05:30:00",7255.02,20.01,TRADE
NSW1,"2011/07/24 06:00:00",7306.42,19.7,TRADE
NSW1,"2011/07/24 06:30:00",7553.62,20.33,TRADE
NSW1,"2011/07/24 07:00:00",7753.05,19.6,TRADE
NSW1,"2011/07/24 07:30:00",8068.86,21.69,TRADE
NSW1,"2011/07/24 08:00:00",8624.86,25.24,TRADE
NSW1,"2011/07/24 08:30:00",9181.09,25.9,TRADE
NSW1,"2011/07/24 09:00:00",9614.64,26.45,TRADE
NSW1,"2011/07/24 09:30:00",9836.36,26.47,TRADE
NSW1,"2011/07/24 10:00:00",9940.8,29.02,TRADE
NSW1,"2011/07/24 10:30:00",9891.62,26.83,TRADE
NSW1,"2011/07/24 11:00:00",9747.08,27.45,TRADE
NSW1,"2011/07/24 11:30:00",9620.42,26.75,TRADE
NSW1,"2011/07/24 12:00:00",9544.6,25.67,TRADE
NSW1,"2011/07/24 12:30:00",9439.86,25.94,TRADE
NSW1,"2011/07/24 13:00:00",9359.8,25.79,TRADE
NSW1,"2011/07/24 13:30:00",9323.18,25.47,TRADE
NSW1,"2011/07/24 14:00:00",9242.08,25.58,TRADE
NSW1,"2011/07/24 14:30:00",9310.82,25.52,TRADE
NSW1,"2011/07/24 15:00:00",9364.97,25.97,TRADE
NSW1,"2011/07/24 15:30:00",9529.24,26.02,TRADE
NSW1,"2011/07/24 16:00:00",9689.71,28.42,TRADE
NSW1,"2011/07/24 16:30:00",10087.83,27.08,TRADE
NSW1,"2011/07/24 17:00:00",10442.77,29.45,TRADE
NSW1,"2011/07/24 17:30:00",10953.06,43.23,TRADE
NSW1,"2011/07/24 18:00:00",11566.39,66.57,TRADE
NSW1,"2011/07/24 18:30:00",11676.46,79.31,TRADE
NSW1,"2011/07/24 19:00:00",11511.61,63.66,TRADE
NSW1,"2011/07/24 19:30:00",11297.46,62.4,TRADE
NSW1,"2011/07/24 20:00:00",11103.55,47.99,TRADE
NSW1,"2011/07/24 20:30:00",10933.16,41.32,TRADE
NSW1,"2011/07/24 21:00:00",10762.83,42.27,TRADE
NSW1,"2011/07/24 21:30:00",10427.05,34.41,TRADE
NSW1,"2011/07/24 22:00:00",10014.27,28.91,TRADE
NSW1,"2011/07/24 22:30:00",9869.77,32.1,TRADE
NSW1,"2011/07/24 23:00:00",9424.56,28.69,TRADE
NSW1,"2011/07/24 23:30:00",9215.56,31.91,TRADE
NSW1,"2011/07/25 00:00:00",8850,31.47,TRADE
NSW1,"2011/07/25 00:30:00",8531.64,26.23,TRADE
NSW1,"2011/07/25 01:00:00",8302.4,26.04,TRADE
NSW1,"2011/07/25 01:30:00",8172.95,25.85,TRADE
NSW1,"2011/07/25 02:00:00",7990.29,25.69,TRADE
NSW1,"2011/07/25 02:30:00",7673.8,25.03,TRADE
NSW1,"2011/07/25 03:00:00",7463.76,24.39,TRADE
NSW1,"2011/07/25 03:30:00",7266.4,23.81,TRADE
NSW1,"2011/07/25 04:00:00",7189.75,23.49,TRADE
NSW1,"2011/07/25 04:30:00",7178.53,23.6,TRADE
NSW1,"2011/07/25 05:00:00",7325.7,23.47,TRADE
NSW1,"2011/07/25 05:30:00",7706.55,24.67,TRADE
NSW1,"2011/07/25 06:00:00",8128.7,25.09,TRADE
NSW1,"2011/07/25 06:30:00",9086.02,28.72,TRADE
NSW1,"2011/07/25 07:00:00",9999.01,32.31,TRADE
NSW1,"2011/07/25 07:30:00",10590.84,29.14,TRADE
NSW1,"2011/07/25 08:00:00",11061.65,35.72,TRADE
NSW1,"2011/07/25 08:30:00",11191.79,34.56,TRADE
NSW1,"2011/07/25 09:00:00",11103.29,33.56,TRADE
NSW1,"2011/07/25 09:30:00",11083.64,34.27,TRADE
NSW1,"2011/07/25 10:00:00",11005.78,31.21,TRADE
NSW1,"2011/07/25 10:30:00",10792,29.43,TRADE
NSW1,"2011/07/25 11:00:00",10634.76,27.88,TRADE
NSW1,"2011/07/25 11:30:00",10382.23,26.8,TRADE
NSW1,"2011/07/25 12:00:00",10179.1,26.04,TRADE
NSW1,"2011/07/25 12:30:00",10043.73,26.05,TRADE
NSW1,"2011/07/25 13:00:00",9870.26,26.04,TRADE
NSW1,"2011/07/25 13:30:00",9820.42,26.04,TRADE
NSW1,"2011/07/25 14:00:00",9745.85,26.09,TRADE
NSW1,"2011/07/25 14:30:00",9739.44,26.01,TRADE
NSW1,"2011/07/25 15:00:00",9723.19,25.94,TRADE
NSW1,"2011/07/25 15:30:00",9703.47,26.03,TRADE
NSW1,"2011/07/25 16:00:00",9854.65,26.02,TRADE
NSW1,"2011/07/25 16:30:00",10034.9,26.06,TRADE
NSW1,"2011/07/25 17:00:00",10426.33,26.72,TRADE
NSW1,"2011/07/25 17:30:00",11138.77,29.84,TRADE
NSW1,"2011/07/25 18:00:00",11828.1,38.92,TRADE
NSW1,"2011/07/25 18:30:00",11999.1,40.69,TRADE
NSW1,"2011/07/25 19:00:00",11938.99,36.45,TRADE
NSW1,"2011/07/25 19:30:00",11701.31,31.96,TRADE
NSW1,"2011/07/25 20:00:00",11499.81,32.84,TRADE
NSW1,"2011/07/25 20:30:00",11343.14,32.55,TRADE
NSW1,"2011/07/25 21:00:00",11133.43,32.93,TRADE
NSW1,"2011/07/25 21:30:00",10790.94,30.24,TRADE
NSW1,"2011/07/25 22:00:00",10414.15,26.38,TRADE
NSW1,"2011/07/25 22:30:00",10291.22,33.5,TRADE
NSW1,"2011/07/25 23:00:00",9928.73,29.09,TRADE
NSW1,"2011/07/25 23:30:00",9653.39,27.46,TRADE
NSW1,"2011/07/26 00:00:00",9448.05,27.04,TRADE
NSW1,"2011/07/26 00:30:00",9147.67,26.24,TRADE
NSW1,"2011/07/26 01:00:00",8898.23,25.8,TRADE
NSW1,"2011/07/26 01:30:00",8712.85,26.57,TRADE
NSW1,"2011/07/26 02:00:00",8503.55,25.62,TRADE
NSW1,"2011/07/26 02:30:00",8147.72,25.8,TRADE
NSW1,"2011/07/26 03:00:00",7853.11,24.45,TRADE
NSW1,"2011/07/26 03:30:00",7606.58,24.11,TRADE
NSW1,"2011/07/26 04:00:00",7458.85,23.96,TRADE
NSW1,"2011/07/26 04:30:00",7421.56,23.99,TRADE
NSW1,"2011/07/26 05:00:00",7459.27,22.77,TRADE
NSW1,"2011/07/26 05:30:00",7786.4,24.57,TRADE
NSW1,"2011/07/26 06:00:00",8253.39,24.6,TRADE
NSW1,"2011/07/26 06:30:00",9166.34,28.02,TRADE
NSW1,"2011/07/26 07:00:00",10118.21,37.2,TRADE
NSW1,"2011/07/26 07:30:00",10685.62,35.31,TRADE
NSW1,"2011/07/26 08:00:00",11122.45,48.6,TRADE
NSW1,"2011/07/26 08:30:00",11060.71,35.98,TRADE
NSW1,"2011/07/26 09:00:00",10882.2,32.09,TRADE
NSW1,"2011/07/26 09:30:00",10761.88,32,TRADE
NSW1,"2011/07/26 10:00:00",10639.36,30.4,TRADE
NSW1,"2011/07/26 10:30:00",10464.79,31.43,TRADE
NSW1,"2011/07/26 11:00:00",10296.5,30.56,TRADE
NSW1,"2011/07/26 11:30:00",10072.62,29.79,TRADE
NSW1,"2011/07/26 12:00:00",9895.83,28.07,TRADE
NSW1,"2011/07/26 12:30:00",9784.1,31.63,TRADE
NSW1,"2011/07/26 13:00:00",9711.51,37.12,TRADE
NSW1,"2011/07/26 13:30:00",9650.34,34.21,TRADE
NSW1,"2011/07/26 14:00:00",9642.65,29.28,TRADE
NSW1,"2011/07/26 14:30:00",9562.85,26.77,TRADE
NSW1,"2011/07/26 15:00:00",9493.44,27.21,TRADE
NSW1,"2011/07/26 15:30:00",9454.09,26.44,TRADE
NSW1,"2011/07/26 16:00:00",9667.45,30.29,TRADE
NSW1,"2011/07/26 16:30:00",9829.12,29.78,TRADE
NSW1,"2011/07/26 17:00:00",10204.36,30.97,TRADE
NSW1,"2011/07/26 17:30:00",10862.87,32.48,TRADE
NSW1,"2011/07/26 18:00:00",11642.53,56.1,TRADE
NSW1,"2011/07/26 18:30:00",11881.1,73.87,TRADE
NSW1,"2011/07/26 19:00:00",11807.32,66.66,TRADE
NSW1,"2011/07/26 19:30:00",11655.06,41.37,TRADE
NSW1,"2011/07/26 20:00:00",11445.01,41.55,TRADE
NSW1,"2011/07/26 20:30:00",11360.5,40.68,TRADE
NSW1,"2011/07/26 21:00:00",11164.32,44.57,TRADE
NSW1,"2011/07/26 21:30:00",10825.49,60.03,TRADE
NSW1,"2011/07/26 22:00:00",10454.59,36.98,TRADE
NSW1,"2011/07/26 22:30:00",10413.13,47.45,TRADE
NSW1,"2011/07/26 23:00:00",10017.64,36.58,TRADE
NSW1,"2011/07/26 23:30:00",9751.05,33.12,TRADE
NSW1,"2011/07/27 00:00:00",9550.33,32.54,TRADE
NSW1,"2011/07/27 00:30:00",9245.05,30.82,TRADE
NSW1,"2011/07/27 01:00:00",9007.49,26.25,TRADE
NSW1,"2011/07/27 01:30:00",8772.23,28.97,TRADE
NSW1,"2011/07/27 02:00:00",8523.62,26.32,TRADE
NSW1,"2011/07/27 02:30:00",8206.67,25.81,TRADE
NSW1,"2011/07/27 03:00:00",7888.6,24.9,TRADE
NSW1,"2011/07/27 03:30:00",7612.39,24.4,TRADE
NSW1,"2011/07/27 04:00:00",7484.49,24.29,TRADE
NSW1,"2011/07/27 04:30:00",7466.15,24.34,TRADE
NSW1,"2011/07/27 05:00:00",7540.28,24.22,TRADE
NSW1,"2011/07/27 05:30:00",7883.21,25.06,TRADE
NSW1,"2011/07/27 06:00:00",8352.84,25.6,TRADE
NSW1,"2011/07/27 06:30:00",9269.84,32.32,TRADE
NSW1,"2011/07/27 07:00:00",10224.4,52.78,TRADE
NSW1,"2011/07/27 07:30:00",10729.19,37.32,TRADE
NSW1,"2011/07/27 08:00:00",11231.67,50.02,TRADE
NSW1,"2011/07/27 08:30:00",11213.81,38.19,TRADE
NSW1,"2011/07/27 09:00:00",10930.37,32.98,TRADE
NSW1,"2011/07/27 09:30:00",10783.81,33.83,TRADE
NSW1,"2011/07/27 10:00:00",10642.33,32.49,TRADE
NSW1,"2011/07/27 10:30:00",10490.11,33.83,TRADE
NSW1,"2011/07/27 11:00:00",10350.62,34.38,TRADE
NSW1,"2011/07/27 11:30:00",9979.16,28.15,TRADE
NSW1,"2011/07/27 12:00:00",9816.74,26.77,TRADE
NSW1,"2011/07/27 12:30:00",9820.29,26.98,TRADE
NSW1,"2011/07/27 13:00:00",9719.99,26.02,TRADE
NSW1,"2011/07/27 13:30:00",9668.35,27.01,TRADE
NSW1,"2011/07/27 14:00:00",9621.05,29.74,TRADE
NSW1,"2011/07/27 14:30:00",9613.89,27.37,TRADE
NSW1,"2011/07/27 15:00:00",9550.08,26.02,TRADE
NSW1,"2011/07/27 15:30:00",9475.16,26.68,TRADE
NSW1,"2011/07/27 16:00:00",9652.26,31.74,TRADE
NSW1,"2011/07/27 16:30:00",10042.11,33.64,TRADE
NSW1,"2011/07/27 17:00:00",10400.49,32.54,TRADE
NSW1,"2011/07/27 17:30:00",11103.1,39.11,TRADE
NSW1,"2011/07/27 18:00:00",11867.5,78.43,TRADE
NSW1,"2011/07/27 18:30:00",12030.48,95.34,TRADE
NSW1,"2011/07/27 19:00:00",11989.81,94.62,TRADE
NSW1,"2011/07/27 19:30:00",11768.83,63.31,TRADE
NSW1,"2011/07/27 20:00:00",11571.77,42.92,TRADE
NSW1,"2011/07/27 20:30:00",11456.36,47.15,TRADE
NSW1,"2011/07/27 21:00:00",11209.98,47.4,TRADE
NSW1,"2011/07/27 21:30:00",10895.11,34.93,TRADE
NSW1,"2011/07/27 22:00:00",10467.63,32.8,TRADE
NSW1,"2011/07/27 22:30:00",10324.32,38.14,TRADE
NSW1,"2011/07/27 23:00:00",9975.89,32.25,TRADE
NSW1,"2011/07/27 23:30:00",9744.8,30.08,TRADE
NSW1,"2011/07/28 00:00:00",9534.48,29.13,TRADE
NSW1,"2011/07/28 00:30:00",9234.69,26.88,TRADE
NSW1,"2011/07/28 01:00:00",9015.75,26.65,TRADE
NSW1,"2011/07/28 01:30:00",8835.17,26.66,TRADE
NSW1,"2011/07/28 02:00:00",8580.58,26.6,TRADE
NSW1,"2011/07/28 02:30:00",8205.32,25.83,TRADE
NSW1,"2011/07/28 03:00:00",7898.98,25.64,TRADE
NSW1,"2011/07/28 03:30:00",7658.24,25.45,TRADE
NSW1,"2011/07/28 04:00:00",7516.73,24.46,TRADE
NSW1,"2011/07/28 04:30:00",7511.3,24.5,TRADE
NSW1,"2011/07/28 05:00:00",7542.6,24.09,TRADE
NSW1,"2011/07/28 05:30:00",7877.8,25.55,TRADE
NSW1,"2011/07/28 06:00:00",8370.5,27.07,TRADE
NSW1,"2011/07/28 06:30:00",9288.85,35.9,TRADE
NSW1,"2011/07/28 07:00:00",10186.22,47.4,TRADE
NSW1,"2011/07/28 07:30:00",10723.33,41.41,TRADE
NSW1,"2011/07/28 08:00:00",11169.39,50.47,TRADE
NSW1,"2011/07/28 08:30:00",11184.35,41.97,TRADE
NSW1,"2011/07/28 09:00:00",10919.61,34.38,TRADE
NSW1,"2011/07/28 09:30:00",10816.52,34.81,TRADE
NSW1,"2011/07/28 10:00:00",10625.97,33.72,TRADE
NSW1,"2011/07/28 10:30:00",10453.66,34.96,TRADE
NSW1,"2011/07/28 11:00:00",10211.08,34.67,TRADE
NSW1,"2011/07/28 11:30:00",9939.14,32.42,TRADE
NSW1,"2011/07/28 12:00:00",9759.22,32.03,TRADE
NSW1,"2011/07/28 12:30:00",9579.7,32.05,TRADE
NSW1,"2011/07/28 13:00:00",9449.03,32.18,TRADE
NSW1,"2011/07/28 13:30:00",9430.3,33.66,TRADE
NSW1,"2011/07/28 14:00:00",9340.53,30.99,TRADE
NSW1,"2011/07/28 14:30:00",9221.92,27.48,TRADE
NSW1,"2011/07/28 15:00:00",9141.74,29.44,TRADE
NSW1,"2011/07/28 15:30:00",9123.76,29.41,TRADE
NSW1,"2011/07/28 16:00:00",9292.78,31.35,TRADE
NSW1,"2011/07/28 16:30:00",9449,30.32,TRADE
NSW1,"2011/07/28 17:00:00",9762.28,29.09,TRADE
NSW1,"2011/07/28 17:30:00",10350.1,34.35,TRADE
NSW1,"2011/07/28 18:00:00",11221.73,47.66,TRADE
NSW1,"2011/07/28 18:30:00",11553.16,56.2,TRADE
NSW1,"2011/07/28 19:00:00",11572.17,56.65,TRADE
NSW1,"2011/07/28 19:30:00",11437.76,47.29,TRADE
NSW1,"2011/07/28 20:00:00",11252.49,46.78,TRADE
NSW1,"2011/07/28 20:30:00",11129.11,55.87,TRADE
NSW1,"2011/07/28 21:00:00",10980.64,54.96,TRADE
NSW1,"2011/07/28 21:30:00",10640.11,39.56,TRADE
NSW1,"2011/07/28 22:00:00",10273.03,34.84,TRADE
NSW1,"2011/07/28 22:30:00",10189.62,45.81,TRADE
NSW1,"2011/07/28 23:00:00",9849.13,39.71,TRADE
NSW1,"2011/07/28 23:30:00",9631.29,38.77,TRADE
NSW1,"2011/07/29 00:00:00",9432.49,30.63,TRADE
NSW1,"2011/07/29 00:30:00",9156.72,27.71,TRADE
NSW1,"2011/07/29 01:00:00",8932.81,25.97,TRADE
NSW1,"2011/07/29 01:30:00",8733.5,27.54,TRADE
NSW1,"2011/07/29 02:00:00",8498.56,26.29,TRADE
NSW1,"2011/07/29 02:30:00",8120.95,25.74,TRADE
NSW1,"2011/07/29 03:00:00",7785.86,25.37,TRADE
NSW1,"2011/07/29 03:30:00",7597.96,25.6,TRADE
NSW1,"2011/07/29 04:00:00",7458.9,25.24,TRADE
NSW1,"2011/07/29 04:30:00",7415.92,24.75,TRADE
NSW1,"2011/07/29 05:00:00",7493.21,24.69,TRADE
NSW1,"2011/07/29 05:30:00",7825.32,25.58,TRADE
NSW1,"2011/07/29 06:00:00",8327.58,26.35,TRADE
NSW1,"2011/07/29 06:30:00",9283.8,34.94,TRADE
NSW1,"2011/07/29 07:00:00",10168.34,49.01,TRADE
NSW1,"2011/07/29 07:30:00",10753.4,41.52,TRADE
